Open time,EMA50,EMA144,EMA200,Boll50,Boll144,Boll200,ROC50,ROC144,ROC200,CrxFM,CrxFS,CrxMS,Engolfo,FuCandle,Structure,StructTop,StructBottom,StructPD,VelaBull,ImbLow,ImbHigh,signal_BB,signal_rsi,MMS,Long,Short,Open,Close,Low,High,ATR
2017-01-12 12:00:00+03:00,1.05426,1.05397,1.05694,1.64007,1.47392,0.80254,0.21292,0.15489,-0.18887,0.0002722442312385,-0.0025159122059293,-0.0027881564371678,0,0,-1,1.06698,1.0366,0.942067,True,0.0,0.0,1,0,False,1,0,1.06405,1.06522,1.06194,1.06844,0.00453
2017-01-12 16:00:00+03:00,1.05468,1.05412,1.05702,1.47473,1.38707,0.75542,0.2376,0.16915,-0.16906,0.0005259154215307,-0.0021975751542528,-0.0027234905757835,0,0,-1,1.06698,1.0366,0.928571,False,0.0,0.0,0,0,False,1,0,1.06522,1.06481,1.06325,1.06752,0.00451
2017-01-12 20:00:00+03:00,1.05493,1.05422,1.05706,0.89246,0.88635,0.39129,0.24898,0.17675,-0.15491,0.0006691232600439,-0.0020073697801319,-0.0026764930401758,-1,0,-1,1.06698,1.0366,0.806122,False,1.06192,1.06325,0,0,False,0,1,1.06481,1.06109,1.06103,1.06514,0.00449
2017-01-13 00:00:00+03:00,1.05519,1.05432,1.0571,0.92145,0.93069,0.43403,0.2613,0.18815,-0.14075,0.000819533148703,-0.0017992049586464,-0.0026187381073494,0,0,-1,1.06698,1.0366,0.822251,True,0.0,0.0,0,0,False,1,0,1.06104,1.06158,1.06045,1.06192,0.00427
2017-01-13 04:00:00+03:00,1.05544,1.05442,1.05715,0.90048,0.92492,0.43893,0.27552,0.19765,-0.11905,0.0009607414663552,-0.0016106548112426,-0.0025713962775978,0,0,-1,1.06698,1.0366,0.825543,True,0.0,0.0,0,0,False,1,0,1.06158,1.06168,1.06034,1.06186,0.00407
2017-01-13 08:00:00+03:00,1.05579,1.05456,1.05722,1.22416,1.24077,0.69365,0.30496,0.20048,-0.09355,0.0011555914655343,-0.0013434925168406,-0.0024990839823749,1,0,-1,1.06698,1.0366,0.914747,True,1.06186,1.06199,0,0,False,1,0,1.06167,1.06439,1.0614,1.06506,0.00404
2017-01-13 12:00:00+03:00,1.05614,1.05469,1.05729,1.17423,1.22782,0.69538,0.34394,0.20236,-0.07277,0.0013621546468263,-0.0010803295474828,-0.0024424841943091,0,0,-1,1.06698,1.0366,0.918038,True,0.0,0.0,0,0,False,1,0,1.06439,1.06449,1.06199,1.0673,0.00413
2017-01-13 16:00:00+03:00,1.05643,1.05482,1.05736,1.04912,1.10899,0.61214,0.35909,0.2071,-0.04915,0.001513584657328,-0.0008743066654132,-0.0023878913227413,0,0,-1,1.06698,1.0366,0.892034,False,0.0,0.0,0,0,False,1,0,1.06451,1.0637,1.05959,1.06522,0.00424
2017-01-13 20:00:00+03:00,1.05674,1.05495,1.05743,1.11967,1.15518,0.6528,0.36757,0.21183,-0.02553,0.0016820146588986,-0.0006483743657208,-0.0023303890246194,0,0,-1,1.06698,1.0366,0.908492,True,0.0,0.0,0,0,False,1,0,1.0637,1.0642,1.06291,1.06525,0.00411
2017-01-16 00:00:00+03:00,1.05694,1.05505,1.05747,0.78444,0.87241,0.43785,0.36654,0.21181,-0.00567,0.0017796275023068,-0.0004990489821283,-0.0022786764844351,0,0,-1,1.06698,1.0366,0.836735,True,0.0,0.0,0,0,False,1,0,1.06023,1.06202,1.06023,1.06355,0.0041
2017-01-16 04:00:00+03:00,1.05714,1.05514,1.05752,0.79572,0.86309,0.43454,0.35504,0.21846,0.01229,0.0018831859740308,-0.0003578053350659,-0.0022409913090967,0,0,-1,1.06698,1.0366,0.837064,True,0.0,0.0,0,0,False,1,0,1.062,1.06203,1.06047,1.0627,0.00396
2017-01-16 08:00:00+03:00,1.05721,1.05519,1.05753,0.30879,0.47431,0.13786,0.32169,0.22035,0.02554,0.0019075319181082,-0.0003021832741558,-0.0022097151922641,-1,0,-1,1.06698,1.0366,0.736011,False,1.06008,1.06047,0,0,False,0,1,1.06205,1.05896,1.05791,1.06291,0.00404
2017-01-16 12:00:00+03:00,1.05729,1.05525,1.05755,0.37403,0.50275,0.1626,0.28741,0.227,0.03689,0.0019259273245659,-0.0002454613256799,-0.0021713886502459,0,0,-1,1.06698,1.0366,0.744898,True,0.0,0.0,0,0,False,1,0,1.05895,1.05923,1.05789,1.06008,0.0039
2017-01-16 16:00:00+03:00,1.05742,1.05532,1.05758,0.61715,0.64341,0.27322,0.25979,0.23175,0.04825,0.0019803847604677,-0.0001508864579403,-0.002131271218408,1,0,-1,1.06698,1.0366,0.78341,True,0.0,0.0,0,0,False,1,0,1.05923,1.0604,1.05891,1.06084,0.00376
2017-01-16 20:00:00+03:00,1.0575,1.05538,1.0576,0.44218,0.51894,0.1807,0.24362,0.2384,0.05487,0.0020010193872351,-9.438770694503709e-05,-0.0020954070941801,0,0,-1,1.06698,1.0366,0.752469,False,0.0,0.0,0,0,False,1,0,1.06039,1.05946,1.05945,1.06048,0.00357
2017-01-17 00:00:00+03:00,1.0576,1.05544,1.05762,0.62211,0.60752,0.25108,0.22839,0.24505,0.0596,0.0020373322266344,-1.886418728356549e-05,-0.002056196413918,0,0,-1,1.06698,1.0366,0.777156,True,0.0,0.0,0,0,False,1,0,1.05946,1.06021,1.05893,1.06184,0.00352
2017-01-17 04:00:00+03:00,1.05792,1.05559,1.0577,1.89155,1.28564,0.77491,0.23497,0.25834,0.07285,0.0021863358699833,0.0002064351465219,-0.0019799007234614,1,0,-1,1.06698,1.0366,0.958196,True,1.06184,1.06399,0,0,True,1,0,1.0602,1.06571,1.0602,1.06588,0.00368
2017-01-17 08:00:00+03:00,1.05831,1.05575,1.0578,2.24406,1.51914,0.96289,0.23868,0.26782,0.0861,0.0023974751589733,0.0004776220043267,-0.0019198531546466,1,0,1,1.06815,1.03249,0.989905,True,0.0,0.0,1,0,True,1,1,1.06569,1.06779,1.06399,1.06815,0.00371
2017-01-17 12:00:00+03:00,1.05873,1.05594,1.05791,2.34977,1.64635,1.07652,0.24523,0.28015,0.09367,0.0026095984585596,0.0007669787584297,-0.0018426197001298,1,0,1,1.0719,1.03249,0.929713,True,1.06815,1.06892,1,0,True,1,0,1.06777,1.06913,1.06573,1.0719,0.00389
2017-01-17 16:00:00+03:00,1.05917,1.05613,1.05803,2.37069,1.69788,1.13221,0.25936,0.29153,0.10218,0.0028414401615133,0.0010655400605674,-0.0017759001009459,0,0,1,1.0719,1.03249,0.948744,True,0.0,0.0,1,0,True,1,0,1.06915,1.06988,1.06892,1.07163,0.0038
2017-01-17 20:00:00+03:00,1.05964,1.05634,1.05816,2.44589,1.81546,1.24,0.27443,0.30195,0.11259,0.0030806572068706,0.0013816280806571,-0.0016990291262135,0,0,1,1.0719,1.03249,0.982238,True,0.0,0.0,1,1,True,1,0,1.06988,1.0712,1.06941,1.07134,0.00367
2017-01-18 00:00:00+03:00,1.06004,1.05653,1.05828,1.98855,1.59843,1.09738,0.2933,0.31142,0.12299,0.0032808030957322,0.0016450750565494,-0.0016357280391828,0,0,1,1.0719,1.03249,0.948236,False,0.0,0.0,0,0,True,1,0,1.07111,1.06986,1.06912,1.0715,0.00358
2017-01-18 04:00:00+03:00,1.06037,1.05669,1.05838,1.58622,1.38519,0.94956,0.30554,0.32089,0.12961,0.0034443061314266,0.0018625459786789,-0.0015817601527476,-1,0,1,1.0719,1.03249,0.911951,False,0.0,0.0,0,0,True,1,0,1.06986,1.06843,1.06809,1.06999,0.00346
2017-01-18 08:00:00+03:00,1.06073,1.05687,1.05849,1.67404,1.46652,1.03903,0.33295,0.33417,0.14286,0.0036091294144047,0.0020944170694991,-0.0015147123449055,0,0,1,1.0719,1.03249,0.939355,True,0.0,0.0,0,0,True,1,0,1.06842,1.06951,1.06755,1.07042,0.00341
2017-01-18 12:00:00+03:00,1.06097,1.057,1.05858,1.09537,1.12166,0.7748,0.34806,0.34366,0.15327,0.0037214447079556,0.002240365957686,-0.0014810787502696,-1,0,1,1.0719,1.03249,0.870337,False,0.0,0.0,0,0,True,1,0,1.06952,1.06679,1.06551,1.06961,0.00346
2017-01-18 16:00:00+03:00,1.06125,1.05716,1.05867,1.29085,1.25796,0.90439,0.3622,0.35599,0.16558,0.0038286559451818,0.0024151423810683,-0.0014135135641135,0,0,1,1.0719,1.03249,0.907638,True,0.0,0.0,0,0,True,1,0,1.0668,1.06826,1.06645,1.07026,0.00349
2017-01-18 20:00:00+03:00,1.06132,1.05724,1.05871,0.28793,0.63579,0.39139,0.36123,0.36168,0.1722,0.0038386993583351,0.0024556385601113,-0.0013830607982237,-1,0,1,1.0719,1.03249,0.770617,False,1.06349,1.06645,0,0,True,0,1,1.06826,1.06286,1.06278,1.06831,0.00363
2017-01-19 00:00:00+03:00,1.06137,1.05731,1.05875,0.26154,0.61485,0.37824,0.35647,0.36832,0.17978,0.003820241634988,0.0024652790846473,-0.0013549625503407,-1,0,1,1.0719,1.03249,0.768079,False,0.0,0.0,0,0,True,1,1,1.06288,1.06276,1.06218,1.06349,0.00347
2017-01-19 04:00:00+03:00,1.06147,1.0574,1.0588,0.46339,0.7277,0.47906,0.33556,0.37972,0.18925,0.0038256553902262,0.0025097051331459,-0.0013159502570803,1,0,1,1.0719,1.03249,0.796245,True,0.0,0.0,0,0,True,0,1,1.06276,1.06387,1.06266,1.06449,0.00335
2017-01-19 08:00:00+03:00,1.06165,1.05752,1.05888,0.85653,0.9524,0.67726,0.3156,0.38826,0.19967,0.0038741510637499,0.0025984015609169,-0.0012757495028329,1,0,1,1.0719,1.03249,0.851307,True,0.0,0.0,0,0,True,0,1,1.06385,1.06604,1.06321,1.06701,0.00338
2017-01-19 12:00:00+03:00,1.06166,1.05758,1.05891,0.04852,0.48106,0.28269,0.27675,0.38728,0.2025,0.0038421696958283,0.0025896977116489,-0.0012524719841793,-1,0,1,1.0719,1.03249,0.746257,False,0.0,0.0,0,0,True,1,1,1.06604,1.0619,1.06025,1.06763,0.00367
2017-01-19 16:00:00+03:00,1.06172,1.05766,1.05895,0.30299,0.6119,0.39802,0.24075,0.3882,0.20629,0.0038187684001617,0.002605415878928,-0.0012133525212336,0,0,1,1.0719,1.03249,0.778483,True,0.0,0.0,0,0,True,1,1,1.06189,1.06317,1.05888,1.06367,0.00375
2017-01-19 20:00:00+03:00,1.0619,1.05778,1.05902,0.9344,0.93681,0.68258,0.21328,0.39007,0.21102,0.0038639369015353,0.0027010044360246,-0.0011629324655107,1,0,1,1.0719,1.03249,0.857143,True,1.06367,1.06519,0,0,True,1,0,1.06317,1.06627,1.06179,1.06691,0.00385
2017-01-20 00:00:00+03:00,1.06214,1.05792,1.05911,1.26605,1.11279,0.84578,0.19811,0.39001,0.21574,0.0039509779138463,0.0028368395921692,-0.001114138321677,1,0,1,1.0719,1.03249,0.903324,True,1.06691,1.06709,0,0,True,1,0,1.0661,1.06809,1.06519,1.06874,0.00383
2017-01-20 04:00:00+03:00,1.06234,1.05805,1.05919,1.0377,0.99469,0.7608,0.18578,0.38711,0.22141,0.004019827400418,0.0029516215177893,-0.0010682058826286,0,0,1,1.0719,1.03249,0.880995,False,0.0,0.0,0,0,True,1,0,1.06809,1.06721,1.06709,1.06931,0.00371
2017-01-20 08:00:00+03:00,1.06243,1.05814,1.05925,0.46654,0.69808,0.51229,0.16027,0.38136,0.22614,0.0040296825098627,0.0029870373849332,-0.0010426451249294,-1,0,1,1.0719,1.03249,0.814768,False,1.0657,1.06709,0,0,True,0,1,1.0672,1.0646,1.06419,1.06917,0.0038
2017-01-20 12:00:00+03:00,1.06255,1.05824,1.05931,0.65686,0.79346,0.6086,0.14892,0.38132,0.23277,0.0040445937576247,0.0030404834744093,-0.0010041102832153,0,0,1,1.0719,1.03249,0.84065,True,0.0,0.0,0,0,True,1,1,1.06458,1.06562,1.06248,1.0657,0.00376
2017-01-20 16:00:00+03:00,1.06274,1.05837,1.05939,0.99803,0.96962,0.78029,0.1404,0.38413,0.24129,0.0040939452704158,0.0031383790974583,-0.0009555661729574,1,0,1,1.0719,1.03249,0.886577,True,1.0657,1.06654,0,0,True,1,0,1.06561,1.06743,1.06515,1.06946,0.0038
2017-01-20 20:00:00+03:00,1.06302,1.05853,1.05949,1.4371,1.19803,1.00824,0.16018,0.38979,0.2517,0.004196967714195,0.003299620496906,-0.0008973472172889,1,0,1,1.0719,1.03249,0.947222,True,0.0,0.0,0,0,True,1,1,1.0674,1.06982,1.06654,1.0709,0.00384
2017-01-23 00:00:00+03:00,1.06347,1.05875,1.05964,2.23603,1.63994,1.43757,0.19786,0.39732,0.26779,0.0043932314451123,0.0035648467022841,-0.0008283847428282,1,0,1,1.07445,1.05888,0.995504,True,1.0709,1.07346,1,0,True,1,0,1.07004,1.07438,1.0693,1.07445,0.00393
2017-01-23 04:00:00+03:00,1.06391,1.05897,1.05979,2.17895,1.63994,1.45818,0.22987,0.40581,0.28578,0.0045962467086593,0.0038333069715943,-0.0007629397370649,1,0,1,1.07495,1.05888,0.990044,True,0.0,0.0,1,0,True,1,0,1.07439,1.07479,1.07346,1.07495,0.00376
2017-01-23 08:00:00+03:00,1.06425,1.05915,1.05992,1.65715,1.37837,1.22629,0.2449,0.4105,0.30282,0.0047550674100731,0.004037145467768,-0.0007179219423051,-1,0,1,1.07495,1.05888,0.850031,False,0.0,0.0,0,0,True,1,0,1.07481,1.07254,1.07225,1.07544,0.00372
2017-01-23 12:00:00+03:00,1.06459,1.05935,1.06005,1.68619,1.397,1.25533,0.27598,0.41708,0.31608,0.0048835952207868,0.0042312065462543,-0.0006523886745325,0,0,1,1.07495,1.05888,0.877411,True,0.0,0.0,0,0,True,1,0,1.0726,1.07298,1.0709,1.07446,0.00371
2017-01-23 16:00:00+03:00,1.06491,1.05953,1.06018,1.60542,1.34528,1.21408,0.30046,0.42462,0.32648,0.0050154285021767,0.0044094752444789,-0.0006059532576977,0,0,1,1.07495,1.05888,0.859365,False,0.0,0.0,0,0,True,1,0,1.07298,1.07269,1.07059,1.07518,0.00377
2017-01-23 20:00:00+03:00,1.06536,1.05976,1.06034,2.32946,1.67464,1.54347,0.32583,0.43786,0.34067,0.0052029619719226,0.0046640837676877,-0.0005388782042348,1,0,1,1.07688,1.07059,0.90938,True,0.0,0.0,0,0,True,1,0,1.07266,1.07631,1.07249,1.07688,0.00381
2017-01-24 00:00:00+03:00,1.06575,1.05998,1.06049,2.05449,1.55113,1.43952,0.33988,0.45395,0.35107,0.0053653955235678,0.004891157790982,-0.0004742377325857,0,0,1,1.07719,1.07059,0.730303,False,0.0,0.0,0,0,True,1,0,1.07643,1.07541,1.07449,1.07719,0.00373
2017-01-24 04:00:00+03:00,1.06613,1.06019,1.06064,1.96419,1.52667,1.43128,0.35676,0.46814,0.35766,0.0055230639057546,0.0051046499735004,-0.0004184139322541,0,0,1,1.07719,1.07059,0.742424,True,0.0,0.0,0,0,True,1,0,1.0754,1.07549,1.0748,1.07705,0.00363
2017-01-24 08:00:00+03:00,1.06644,1.06038,1.06077,1.59158,1.35282,1.27717,0.37744,0.47948,0.36237,0.0056424055641939,0.0052792804536271,-0.0003631251105668,-1,0,1,1.07719,1.07059,0.518182,False,0.0,0.0,0,0,True,1,0,1.07549,1.07401,1.07335,1.07566,0.00353
2017-01-24 12:00:00+03:00,1.06677,1.06058,1.06091,1.64339,1.39476,1.33281,0.39716,0.49271,0.36802,0.0057597469061132,0.0054526844700846,-0.0003070624360286,0,0,1,1.07719,1.07059,0.622727,True,0.0,0.0,0,0,True,1,0,1.07404,1.0747,1.0725,1.07567,0.00351
2017-01-24 16:00:00+03:00,1.06711,1.06079,1.06105,1.71027,1.45039,1.40899,0.4112,0.5069,0.37746,0.0058757356290849,0.0056340123278883,-0.0002417233011966,0,0,1,1.07719,1.07059,0.760606,True,0.0,0.0,0,0,True,1,0,1.07469,1.07561,1.07429,1.07745,0.00348
2017-01-24 20:00:00+03:00,1.06735,1.06096,1.06117,1.14257,1.18269,1.16294,0.40733,0.50872,0.38502,0.0059547106513839,0.0057590159351412,-0.0001956947162427,-1,0,1,1.07719,1.07059,0.380303,False,1.07346,1.07429,0,0,True,0,1,1.07562,1.0731,1.07199,1.07579,0.00351
2017-01-25 00:00:00+03:00,1.06757,1.06112,1.06129,1.05049,1.14401,1.12799,0.38553,0.50864,0.39162,0.0060116878396136,0.0058532402531431,-0.0001584475864704,0,0,1,1.07719,1.07059,0.351515,True,0.0,0.0,0,0,True,1,0,1.07288,1.07291,1.07215,1.07346,0.00335
2017-01-25 04:00:00+03:00,1.06776,1.06128,1.0614,0.95554,1.09372,1.07978,0.36187,0.50571,0.39538,0.006041394741749,0.0059295170613463,-0.0001118776804026,0,0,1,1.07719,1.07059,0.304545,False,0.0,0.0,0,0,True,1,0,1.07291,1.0726,1.07233,1.07376,0.00321
2017-01-25 08:00:00+03:00,1.06804,1.06147,1.06154,1.35546,1.29443,1.28248,0.35612,0.50562,0.40197,0.0061119121819621,0.0060467928740873,-6.511930787479835e-05,1,0,1,1.07719,1.07059,0.660606,True,0.0,0.0,0,0,True,1,0,1.07256,1.07495,1.07109,1.07544,0.00329
2017-01-25 12:00:00+03:00,1.0683,1.06165,1.06167,1.20625,1.22237,1.21219,0.34849,0.50268,0.40762,0.0061892130857648,0.0061705989110709,-1.861417469394479e-05,0,0,1,1.07719,1.07059,0.584848,False,0.0,0.0,0,0,True,1,0,1.07494,1.07445,1.07353,1.07694,0.0033
2017-01-25 16:00:00+03:00,1.06851,1.06181,1.06179,1.01665,1.13313,1.12469,0.33806,0.49975,0.41232,0.0062399299637712,0.0062585566203794,1.8626656608187327e-05,0,0,1,1.07719,1.07059,0.475758,False,0.0,0.0,0,0,True,1,0,1.07443,1.07373,1.07196,1.07529,0.0033
2017-01-25 20:00:00+03:00,1.06875,1.06199,1.06191,1.1381,1.19797,1.19056,0.3182,0.50157,0.41987,0.0062904201367888,0.0063648629786443,7.444284185556227e-05,0,0,1,1.07719,1.07059,0.615152,True,0.0,0.0,0,0,True,1,0,1.07372,1.07465,1.072,1.07538,0.00331
2017-01-26 00:00:00+03:00,1.06903,1.06218,1.06205,1.30334,1.28757,1.27875,0.30776,0.50243,0.42836,0.0063669994237168,0.0064878329894224,0.0001208335657055,1,0,1,1.07719,1.07059,0.798485,True,0.0,0.0,0,0,True,1,0,1.07477,1.07586,1.07447,1.07653,0.00322
2017-01-26 04:00:00+03:00,1.06928,1.06237,1.06219,1.18132,1.23286,1.22486,0.29546,0.50804,0.44065,0.0064247394307922,0.0065920987792065,0.0001673593484143,0,0,1,1.07719,1.07059,0.748485,False,0.0,0.0,0,0,True,1,0,1.07589,1.07553,1.07526,1.0762,0.00306
2017-01-26 08:00:00+03:00,1.06939,1.0625,1.06229,0.51544,0.89571,0.89375,0.27662,0.50513,0.44821,0.0064267591970749,0.006622640101485,0.0001958809044101,-1,0,1,1.07719,1.07059,0.225758,False,1.0733,1.07526,0,0,True,0,1,1.07553,1.07208,1.07156,1.07564,0.00313
2017-01-26 12:00:00+03:00,1.0694,1.0626,1.06236,0.05016,0.66031,0.66337,0.24654,0.50698,0.45198,0.0063571602191349,0.0065815305798103,0.0002243703606753,-1,0,-1,1.07745,1.06884,0.095238,False,1.07044,1.07156,-1,0,True,0,0,1.07206,1.06966,1.06884,1.0733,0.00323
2017-01-26 16:00:00+03:00,1.06937,1.06268,1.06242,-0.15168,0.55778,0.56207,0.21179,0.50789,0.45575,0.0062603520395271,0.006503654211467,0.0002433021719399,-1,0,-1,1.07745,1.06572,0.248082,False,0.0,0.0,-1,0,True,1,0,1.06967,1.06863,1.06572,1.07044,0.00333
2017-01-26 20:00:00+03:00,1.06932,1.06276,1.06248,-0.26126,0.50223,0.50745,0.18457,0.5069,0.45952,0.006141747027432,0.0064038947664075,0.0002621477389755,0,0,-1,1.07745,1.06572,0.202899,False,0.0,0.0,-1,0,True,1,0,1.06864,1.0681,1.06623,1.07037,0.00339
2017-01-27 00:00:00+03:00,1.06928,1.06283,1.06254,-0.23351,0.50771,0.5126,0.16018,0.50212,0.4576,0.0060380255188489,0.0063095026352002,0.0002714771163512,0,0,-1,1.07745,1.06572,0.213981,True,0.0,0.0,0,0,True,1,0,1.06794,1.06823,1.06721,1.06865,0.00325
2017-01-27 04:00:00+03:00,1.0692,1.06289,1.06258,-0.47957,0.40143,0.41075,0.13486,0.50209,0.45188,0.0059129456964813,0.0062034390666727,0.0002904933701914,-1,0,-1,1.07745,1.06572,0.12191,False,0.0,0.0,0,0,True,1,0,1.06822,1.06715,1.06679,1.06884,0.00316
2017-01-27 08:00:00+03:00,1.0692,1.06298,1.06265,0.0198,0.59536,0.5947,0.10861,0.503,0.44805,0.0058169983540325,0.0061256172377673,0.0003086188837347,1,0,-1,1.07745,1.06572,0.303495,True,0.0,0.0,0,0,True,1,0,1.06715,1.06928,1.06579,1.06981,0.00323
2017-01-27 12:00:00+03:00,1.06922,1.06307,1.06272,0.14453,0.6367,0.63312,0.08612,0.5001,0.44328,0.0057487380818845,0.006075902037764,0.0003271639558794,0,0,-1,1.07745,1.06572,0.347826,True,0.0,0.0,0,0,True,1,0,1.06925,1.0698,1.06704,1.07085,0.00327
2017-01-27 16:00:00+03:00,1.06919,1.06315,1.06277,-0.23725,0.4839,0.48775,0.06364,0.49437,0.43566,0.0056541601138321,0.006009885419007,0.0003557253051749,0,0,-1,1.07745,1.06572,0.214834,False,0.0,0.0,0,0,True,1,0,1.06981,1.06824,1.06792,1.07247,0.00336
2017-01-27 20:00:00+03:00,1.0692,1.06324,1.06284,0.11946,0.61371,0.60816,0.04211,0.49053,0.43089,0.0055717597786253,0.005945703387929,0.0003739436093036,0,0,-1,1.07745,1.06572,0.337596,True,0.0,0.0,0,0,True,1,0,1.06823,1.06968,1.06787,1.06992,0.00327
2017-01-30 00:00:00+03:00,1.06938,1.06338,1.06295,1.06297,0.97838,0.94568,0.03274,0.49521,0.43179,0.0055884654073991,0.0059889720949293,0.0004005066875302,1,0,-1,1.07745,1.06572,0.675192,True,1.06992,1.07231,0,0,True,1,0,1.07023,1.07364,1.07023,1.07399,0.00334
2017-01-30 04:00:00+03:00,1.0695,1.0635,1.06304,0.72014,0.84869,0.82302,0.02057,0.49705,0.42986,0.0055949794384505,0.006023927862065,0.0004289484236144,0,0,-1,1.07745,1.06572,0.568627,False,0.0,0.0,0,0,True,1,0,1.07363,1.07239,1.07231,1.0738,0.00321
2017-01-30 08:00:00+03:00,1.0695,1.06359,1.06311,0.00562,0.56869,0.56303,0.01029,0.49321,0.42793,0.0055258433689878,0.0059746428304285,0.0004487994614406,-1,0,-1,1.07745,1.06572,0.323956,False,1.06994,1.07231,0,0,True,0,0,1.07239,1.06952,1.06867,1.0725,0.00325
2017-01-30 12:00:00+03:00,1.0693,1.0636,1.06312,-1.19124,0.07935,0.114,-0.00935,0.47897,0.42034,0.005355029029894,0.0058059788429377,0.0004509498130437,-1,0,-1,1.07399,1.062,0.201835,False,0.0,0.0,-1,0,True,1,0,1.06952,1.06442,1.062,1.06994,0.00359
2017-01-30 16:00:00+03:00,1.0693,1.06368,1.06318,-0.00898,0.54092,0.53239,-0.00655,0.46564,0.42221,0.0052559714194863,0.0057235845350989,0.0004676131156126,0,0,-1,1.07399,1.062,0.605505,True,0.0,0.0,0,0,True,1,0,1.06442,1.06926,1.06399,1.0709,0.00382
2017-01-30 20:00:00+03:00,1.06929,1.06375,1.06324,-0.02285,0.52984,0.52055,-0.00281,0.45138,0.42409,0.005181444070333,0.0056584362139918,0.0004769921436588,0,0,-1,1.07399,1.062,0.6005,False,0.0,0.0,0,0,True,1,0,1.06928,1.0692,1.06846,1.06996,0.00366
2017-01-31 00:00:00+03:00,1.06929,1.06383,1.0633,0.00166,0.53376,0.52287,0.00094,0.44186,0.42501,0.0051061442064902,0.0056017955671936,0.0004956513607033,0,0,-1,1.07399,1.062,0.608841,True,0.0,0.0,0,0,True,1,0,1.06921,1.0693,1.06912,1.07085,0.00352
