Open time,Engolfo,FuCandle,Structure,StructTop,StructBottom,StructPD,VelaBull,ImbLow,ImbHigh,Long,Short,Close,Low,High,ATR
2021-03-11 00:00:00+03:00,0,0,-1,1.19463,1.18356,0.777778,False,0.0,0.0,0,0,1.19217,1.19158,1.1929,0.00291
2021-03-11 04:00:00+03:00,0,0,-1,1.19463,1.18356,0.828365,True,0.0,0.0,0,0,1.19273,1.19218,1.19348,0.00279
2021-03-11 08:00:00+03:00,1,0,1,1.19688,1.18356,0.960961,True,1.19348,1.19426,0,0,1.19636,1.19188,1.19688,0.00295
2021-03-11 12:00:00+03:00,0,0,1,1.19736,1.18356,0.878986,False,0.0,0.0,0,0,1.19569,1.19426,1.19736,0.00296
2021-03-11 16:00:00+03:00,0,0,1,1.19792,1.18356,0.95195,True,0.0,0.0,0,0,1.19723,1.1928,1.19792,0.00312
2021-03-11 20:00:00+03:00,1,0,1,1.199,1.18356,0.968264,True,1.19792,1.19796,0,0,1.19851,1.19714,1.199,0.00303
2021-03-12 00:00:00+03:00,0,0,1,1.199,1.18356,0.963731,False,0.0,0.0,0,0,1.19844,1.19796,1.19886,0.00287
2021-03-12 04:00:00+03:00,-1,0,1,1.199,1.18356,0.828368,False,1.19633,1.19796,0,0,1.19635,1.19596,1.19846,0.00285
2021-03-12 08:00:00+03:00,-1,0,1,1.199,1.18356,0.533031,False,1.19405,1.19596,0,0,1.19179,1.1911,1.19633,0.00302
2021-03-12 12:00:00+03:00,0,0,1,1.199,1.18356,0.588731,True,0.0,0.0,0,0,1.19265,1.19098,1.19405,0.00302
2021-03-12 16:00:00+03:00,1,0,1,1.199,1.18356,0.727332,True,1.19405,1.19444,0,0,1.19479,1.19114,1.19567,0.00313
2021-03-12 20:00:00+03:00,0,0,1,1.199,1.18356,0.753238,True,0.0,0.0,0,0,1.19519,1.19444,1.19612,0.00303
2021-03-15 00:00:00+03:00,0,0,1,1.199,1.18356,0.790803,True,0.0,0.0,0,0,1.19577,1.19436,1.19674,0.00298
2021-03-15 04:00:00+03:00,-1,0,1,1.199,1.18356,0.629534,False,1.19402,1.19436,0,0,1.19328,1.19299,1.19615,0.00299
2021-03-15 08:00:00+03:00,-1,0,1,1.199,1.18356,0.585492,False,0.0,0.0,0,0,1.1926,1.19179,1.19402,0.00294
2021-03-15 12:00:00+03:00,0,0,1,1.199,1.18356,0.54987,False,0.0,0.0,0,0,1.19205,1.19161,1.19342,0.00286
2021-03-15 16:00:00+03:00,0,0,1,1.199,1.18356,0.596503,True,0.0,0.0,0,0,1.19277,1.19111,1.19373,0.00284
2021-03-15 20:00:00+03:00,0,0,1,1.199,1.18356,0.592617,False,0.0,0.0,0,0,1.19271,1.19214,1.19335,0.00272
2021-03-16 00:00:00+03:00,0,0,1,1.199,1.18356,0.59715,True,0.0,0.0,0,0,1.19278,1.19222,1.19321,0.0026
2021-03-16 04:00:00+03:00,1,0,1,1.199,1.18356,0.642487,True,0.0,0.0,0,0,1.19348,1.19221,1.19386,0.00253
2021-03-16 08:00:00+03:00,0,0,1,1.199,1.18356,0.601036,False,0.0,0.0,0,0,1.19284,1.19137,1.19354,0.00251
2021-03-16 12:00:00+03:00,-1,0,1,1.199,1.18356,0.433938,False,0.0,0.0,0,0,1.19026,1.18973,1.19517,0.00272
2021-03-16 16:00:00+03:00,0,0,1,1.199,1.18356,0.435233,True,0.0,0.0,0,0,1.19028,1.18823,1.19137,0.00275
2021-03-16 20:00:00+03:00,0,0,1,1.199,1.18356,0.422927,False,0.0,0.0,0,0,1.19009,1.18971,1.19103,0.00264
2021-03-17 00:00:00+03:00,-1,0,1,1.199,1.18356,0.396373,False,0.0,0.0,0,0,1.18968,1.18926,1.1906,0.00255
2021-03-17 04:00:00+03:00,0,0,1,1.199,1.18356,0.403497,True,0.0,0.0,0,0,1.18979,1.1896,1.19042,0.00243
2021-03-17 08:00:00+03:00,1,0,1,1.199,1.18356,0.484456,True,0.0,0.0,0,0,1.19104,1.18863,1.19166,0.00247
2021-03-17 12:00:00+03:00,0,0,1,1.199,1.18356,0.424223,False,0.0,0.0,0,0,1.19011,1.18913,1.19155,0.00247
2021-03-17 16:00:00+03:00,0,0,1,1.199,1.18356,0.457254,True,0.0,0.0,0,0,1.19062,1.18968,1.19152,0.00242
2021-03-17 20:00:00+03:00,1,0,1,1.199,1.18356,0.936528,True,1.19152,1.1967,0,0,1.19802,1.19145,1.19853,0.00281
2021-03-18 00:00:00+03:00,0,0,1,1.199,1.18356,0.864637,False,0.0,0.0,0,0,1.19691,1.1967,1.19879,0.00276
2021-03-18 04:00:00+03:00,-1,0,1,1.199,1.18356,0.836788,False,0.0,0.0,0,0,1.19648,1.19552,1.1975,0.00271
2021-03-18 08:00:00+03:00,-1,0,1,1.199,1.18356,0.690415,False,1.19498,1.19552,0,0,1.19422,1.19351,1.1989,0.0029
2021-03-18 12:00:00+03:00,-1,0,1,1.199,1.18356,0.525907,False,0.0,0.0,0,0,1.19168,1.19104,1.19498,0.00297
2021-03-18 16:00:00+03:00,0,0,1,1.199,1.18356,0.606218,True,0.0,0.0,0,0,1.19292,1.19085,1.19389,0.00298
2021-03-18 20:00:00+03:00,0,0,1,1.199,1.18356,0.504534,False,0.0,0.0,0,0,1.19135,1.19062,1.193,0.00293
2021-03-19 00:00:00+03:00,0,0,1,1.199,1.18356,0.48057,False,0.0,0.0,0,0,1.19098,1.19027,1.19206,0.00285
2021-03-19 04:00:00+03:00,0,0,1,1.199,1.18356,0.533679,True,0.0,0.0,0,0,1.1918,1.19019,1.19199,0.00278
2021-03-19 08:00:00+03:00,-1,0,1,1.199,1.18356,0.374352,False,0.0,0.0,0,0,1.18934,1.18926,1.19372,0.0029
2021-03-19 12:00:00+03:00,-1,0,1,1.199,1.18356,0.294689,False,0.0,0.0,0,0,1.18811,1.18738,1.19092,0.00294
2021-03-19 16:00:00+03:00,0,0,1,1.199,1.18356,0.476684,True,0.0,0.0,0,0,1.19092,1.18761,1.19118,0.00299
2021-03-19 20:00:00+03:00,0,0,1,1.199,1.18356,0.445596,False,0.0,0.0,0,0,1.19044,1.19021,1.19124,0.00285
2021-03-22 00:00:00+03:00,0,0,1,1.199,1.18356,0.31671,True,0.0,0.0,0,0,1.18845,1.1875,1.18923,0.00286
2021-03-22 04:00:00+03:00,1,0,1,1.199,1.18356,0.376295,True,0.0,0.0,0,0,1.18937,1.18843,1.18997,0.00276
2021-03-22 08:00:00+03:00,1,0,1,1.199,1.18356,0.417098,True,0.0,0.0,0,0,1.19,1.18744,1.1906,0.00279
2021-03-22 12:00:00+03:00,1,0,1,1.199,1.18356,0.525259,True,1.1906,1.19133,0,0,1.19167,1.18993,1.19314,0.00282
2021-03-22 16:00:00+03:00,1,0,1,1.199,1.18356,0.685881,True,0.0,0.0,0,0,1.19415,1.19133,1.19467,0.00286
2021-03-22 20:00:00+03:00,0,0,1,1.199,1.18356,0.632124,False,0.0,0.0,0,0,1.19332,1.19304,1.19443,0.00275
2021-03-23 00:00:00+03:00,-1,0,1,1.199,1.18356,0.608161,False,0.0,0.0,0,0,1.19295,1.19264,1.19407,0.00266
2021-03-23 04:00:00+03:00,-1,0,1,1.199,1.18356,0.577073,False,0.0,0.0,0,0,1.19247,1.19195,1.19334,0.00257
2021-03-23 08:00:00+03:00,-1,0,1,1.199,1.18356,0.359456,False,1.18999,1.19195,0,0,1.18911,1.1886,1.1932,0.00271
2021-03-23 12:00:00+03:00,-1,0,1,1.199,1.18356,0.240933,False,1.18767,1.1886,0,0,1.18728,1.18707,1.18999,0.00273
2021-03-23 16:00:00+03:00,-1,0,1,1.199,1.18356,0.139249,False,1.18577,1.18707,0,0,1.18571,1.18556,1.18767,0.00268
2021-03-23 20:00:00+03:00,-1,0,1,1.199,1.18356,0.080311,False,1.18516,1.18556,0,0,1.1848,1.18423,1.18577,0.0026
2021-03-24 00:00:00+03:00,0,0,1,1.199,1.18356,0.080959,True,0.0,0.0,0,0,1.18481,1.18361,1.18516,0.00253
2021-03-24 04:00:00+03:00,0,0,1,1.199,1.18356,0.032383,False,0.0,0.0,0,0,1.18406,1.18387,1.18496,0.00242
2021-03-24 08:00:00+03:00,-1,0,-1,1.199,1.18123,0.127743,False,1.18366,1.18387,0,0,1.1835,1.18123,1.18472,0.0025
2021-03-24 12:00:00+03:00,0,0,-1,1.199,1.18123,0.057963,False,0.0,0.0,0,0,1.18226,1.18143,1.18366,0.00248
2021-03-24 16:00:00+03:00,0,0,-1,1.199,1.18123,0.083286,True,0.0,0.0,0,0,1.18271,1.1817,1.18389,0.00246
2021-03-24 20:00:00+03:00,-1,0,-1,1.199,1.18097,0.01442,False,0.0,0.0,0,0,1.18123,1.18097,1.18306,0.00243
2021-03-25 00:00:00+03:00,0,0,-1,1.199,1.18041,0.04142,False,0.0,0.0,0,0,1.18118,1.18041,1.18176,0.00236
2021-03-25 04:00:00+03:00,1,0,-1,1.199,1.18041,0.084992,True,0.0,0.0,0,0,1.18199,1.18117,1.18277,0.0023
2021-03-25 08:00:00+03:00,-1,0,-1,1.199,1.18041,0.033889,False,0.0,0.0,0,0,1.18104,1.18015,1.18215,0.00228
2021-03-25 12:00:00+03:00,0,0,-1,1.199,1.18041,0.021517,False,0.0,0.0,0,0,1.18081,1.1791,1.18179,0.00231
2021-03-25 16:00:00+03:00,-1,0,-1,1.18277,1.17619,0.191489,False,1.17818,1.1791,0,0,1.17745,1.17619,1.18125,0.00251
2021-03-25 20:00:00+03:00,0,0,-1,1.18277,1.17619,0.088146,False,0.0,0.0,0,0,1.17677,1.17621,1.17818,0.00247
2021-03-26 00:00:00+03:00,1,0,-1,1.18277,1.17619,0.328267,True,0.0,0.0,0,0,1.17835,1.17677,1.17847,0.00241
2021-03-26 04:00:00+03:00,0,0,-1,1.18277,1.17619,0.325228,False,0.0,0.0,0,0,1.17833,1.17746,1.17844,0.00231
2021-03-26 08:00:00+03:00,1,0,-1,1.18277,1.17619,0.463526,True,0.0,0.0,0,0,1.17924,1.17752,1.17974,0.0023
2021-03-26 12:00:00+03:00,0,0,-1,1.18277,1.17619,0.332827,False,0.0,0.0,0,0,1.17838,1.17719,1.17937,0.0023
2021-03-26 16:00:00+03:00,0,0,-1,1.18277,1.17619,0.433131,True,0.0,0.0,0,0,1.17904,1.17785,1.18049,0.00232
2021-03-26 20:00:00+03:00,0,0,-1,1.18277,1.17619,0.477204,True,0.0,0.0,0,0,1.17933,1.17841,1.17999,0.00227
2021-03-29 00:00:00+03:00,-1,0,-1,1.18277,1.17619,0.282675,False,0.0,0.0,0,0,1.17805,1.17778,1.17936,0.00222
2021-03-29 04:00:00+03:00,0,0,-1,1.18277,1.17619,0.258359,False,0.0,0.0,0,0,1.17789,1.17751,1.17911,0.00217
2021-03-29 08:00:00+03:00,-1,0,-1,1.18277,1.17619,0.069909,False,0.0,0.0,0,0,1.17665,1.17628,1.17937,0.00224
2021-03-29 12:00:00+03:00,0,0,-1,1.18277,1.17619,0.358663,True,0.0,0.0,0,0,1.17855,1.17649,1.17886,0.00225
2021-03-29 16:00:00+03:00,0,0,-1,1.18277,1.17619,0.180851,False,0.0,0.0,0,0,1.17738,1.17608,1.17925,0.00231
2021-03-29 20:00:00+03:00,0,0,-1,1.18277,1.17619,0.034954,False,0.0,0.0,0,0,1.17642,1.17631,1.17784,0.00226
2021-03-30 00:00:00+03:00,0,0,-1,1.18277,1.17619,0.12614,True,0.0,0.0,0,0,1.17702,1.17622,1.17725,0.00217
2021-03-30 04:00:00+03:00,0,0,-1,1.18277,1.17619,0.033435,False,0.0,0.0,0,0,1.17641,1.17605,1.17736,0.00211
2021-03-30 08:00:00+03:00,-1,0,-1,1.18049,1.17332,0.182706,False,1.17497,1.17605,0,0,1.17463,1.17332,1.17656,0.00219
2021-03-30 12:00:00+03:00,-1,0,-1,1.18049,1.17276,0.046572,False,0.0,0.0,0,0,1.17312,1.17276,1.17497,0.00219
2021-03-30 16:00:00+03:00,-1,0,-1,1.18049,1.17114,0.075936,False,1.17232,1.17276,0,0,1.17185,1.17114,1.17376,0.00222
2021-03-30 20:00:00+03:00,0,0,-1,1.18049,1.17114,0.058824,False,0.0,0.0,0,0,1.17169,1.17138,1.17232,0.00213
2021-03-31 00:00:00+03:00,0,0,-1,1.18049,1.17114,0.117647,True,0.0,0.0,0,0,1.17224,1.1714,1.17259,0.00206
2021-03-31 04:00:00+03:00,-1,0,-1,1.18049,1.17041,0.034722,False,0.0,0.0,0,0,1.17076,1.17041,1.17238,0.00206
2021-03-31 08:00:00+03:00,1,0,-1,1.18049,1.17041,0.420635,True,0.0,0.0,0,0,1.17465,1.17046,1.17481,0.00222
2021-03-31 12:00:00+03:00,0,0,-1,1.18049,1.17041,0.213294,False,0.0,0.0,0,0,1.17256,1.17212,1.17462,0.00224
2021-03-31 16:00:00+03:00,1,0,-1,1.18049,1.17041,0.453373,True,0.0,0.0,0,0,1.17498,1.17212,1.17598,0.00236
2021-03-31 20:00:00+03:00,0,0,-1,1.18049,1.17041,0.25496,False,0.0,0.0,0,0,1.17298,1.17196,1.17551,0.00244
2021-04-01 00:00:00+03:00,0,0,-1,1.18049,1.17041,0.25,False,0.0,0.0,0,0,1.17293,1.17211,1.17321,0.00235
2021-04-01 04:00:00+03:00,-1,0,-1,1.18049,1.17041,0.114087,False,0.0,0.0,0,0,1.17156,1.17144,1.17327,0.00231
2021-04-01 08:00:00+03:00,0,0,-1,1.18049,1.17041,0.235119,True,0.0,0.0,0,0,1.17278,1.17124,1.17446,0.00238
2021-04-01 12:00:00+03:00,1,0,-1,1.18049,1.17041,0.406746,True,0.0,0.0,0,0,1.17451,1.17244,1.17538,0.00242
2021-04-01 16:00:00+03:00,1,0,-1,1.18049,1.17041,0.68254,True,1.17538,1.17665,0,0,1.17729,1.17387,1.17799,0.00254
2021-04-01 20:00:00+03:00,0,0,-1,1.18049,1.17041,0.712302,True,0.0,0.0,0,0,1.17759,1.17665,1.17784,0.00244
2021-04-02 00:00:00+03:00,0,0,-1,1.18049,1.17041,0.667659,False,0.0,0.0,0,0,1.17714,1.177,1.17838,0.00237
2021-04-02 04:00:00+03:00,0,0,-1,1.18049,1.17041,0.731151,True,0.0,0.0,0,0,1.17778,1.17692,1.17812,0.00228
2021-04-02 08:00:00+03:00,1,0,-1,1.18049,1.17041,0.769841,True,0.0,0.0,0,0,1.17817,1.17694,1.17864,0.00224
2021-04-02 12:00:00+03:00,-1,0,-1,1.18049,1.17041,0.637897,False,1.1769,1.17694,0,0,1.17684,1.17583,1.1786,0.00228
2021-04-02 16:00:00+03:00,0,0,-1,1.18049,1.17041,0.546627,False,0.0,0.0,0,0,1.17592,1.17488,1.1769,0.00226
2021-04-02 20:00:00+03:00,0,0,-1,1.18049,1.17041,0.5625,True,0.0,0.0,0,0,1.17608,1.17585,1.17643,0.00214
2021-04-05 00:00:00+03:00,1,0,-1,1.18049,1.17041,0.602183,True,0.0,0.0,0,0,1.17648,1.17511,1.17677,0.00211
2021-04-05 04:00:00+03:00,0,0,-1,1.18049,1.17041,0.543651,False,0.0,0.0,0,0,1.17589,1.17589,1.17717,0.00205
2021-04-05 08:00:00+03:00,-1,0,-1,1.18049,1.17041,0.428571,False,0.0,0.0,0,0,1.17473,1.17409,1.17606,0.00204
2021-04-05 12:00:00+03:00,1,0,-1,1.18049,1.17041,0.739087,True,1.17606,1.17778,0,0,1.17786,1.17382,1.17809,0.0022
2021-04-05 16:00:00+03:00,1,0,1,1.18168,1.17041,0.993789,True,1.17809,1.18077,0,0,1.18161,1.17778,1.18168,0.00232
2021-04-05 20:00:00+03:00,0,0,1,1.18196,1.17041,0.938528,False,0.0,0.0,0,0,1.18125,1.18077,1.18196,0.00224
2021-04-06 00:00:00+03:00,0,0,1,1.18217,1.17041,0.934524,True,0.0,0.0,0,0,1.1814,1.18102,1.18217,0.00216
2021-04-06 04:00:00+03:00,-1,0,1,1.18217,1.17041,0.862245,False,0.0,0.0,0,0,1.18055,1.17998,1.18171,0.00213
2021-04-06 08:00:00+03:00,0,0,1,1.18217,1.17041,0.931122,True,0.0,0.0,0,0,1.18136,1.17951,1.18209,0.00216
2021-04-06 12:00:00+03:00,1,0,1,1.18335,1.17951,0.869792,True,1.18209,1.18262,0,0,1.18285,1.18023,1.18335,0.00223
2021-04-06 16:00:00+03:00,1,0,1,1.1856,1.17951,0.99179,True,1.18335,1.18521,0,0,1.18555,1.18262,1.1856,0.00229
2021-04-06 20:00:00+03:00,1,0,1,1.18776,1.17951,0.956364,True,1.1856,1.18684,0,0,1.1874,1.18521,1.18776,0.0023
2021-04-07 00:00:00+03:00,0,0,1,1.18776,1.17951,0.934545,False,0.0,0.0,0,0,1.18722,1.18684,1.18763,0.0022
2021-04-07 04:00:00+03:00,0,0,1,1.18779,1.17951,0.914251,False,0.0,0.0,0,0,1.18708,1.18654,1.18779,0.00213
2021-04-07 08:00:00+03:00,1,0,1,1.18874,1.17951,0.985915,True,0.0,0.0,0,0,1.18861,1.18639,1.18874,0.00214
2021-04-07 12:00:00+03:00,0,0,1,1.18984,1.17951,0.866409,False,0.0,0.0,0,0,1.18846,1.18767,1.18984,0.00215
2021-04-07 16:00:00+03:00,0,0,1,1.19147,1.17951,0.729933,False,0.0,0.0,0,0,1.18824,1.18819,1.19147,0.00223
2021-04-07 20:00:00+03:00,-1,0,1,1.19147,1.17951,0.599498,False,1.1874,1.18819,0,0,1.18668,1.18609,1.18869,0.00225
2021-04-08 00:00:00+03:00,0,0,1,1.19147,1.17951,0.596154,False,0.0,0.0,0,0,1.18664,1.18626,1.1874,0.00217
2021-04-08 04:00:00+03:00,0,0,1,1.19147,1.17951,0.649666,True,0.0,0.0,0,0,1.18728,1.18605,1.18738,0.00211
2021-04-08 08:00:00+03:00,1,0,1,1.19147,1.17951,0.720736,True,0.0,0.0,0,0,1.18813,1.18672,1.18929,0.00215
2021-04-08 12:00:00+03:00,0,0,1,1.19147,1.17951,0.815217,True,0.0,0.0,0,0,1.18926,1.18618,1.18949,0.00223
2021-04-08 16:00:00+03:00,1,0,1,1.19273,1.18605,0.913174,True,1.18949,1.1912,0,0,1.19215,1.18835,1.19273,0.00238
2021-04-08 20:00:00+03:00,0,0,1,1.19273,1.18605,0.776946,False,0.0,0.0,0,0,1.19124,1.1912,1.19231,0.00229
2021-04-09 00:00:00+03:00,0,0,1,1.19273,1.18605,0.88024,True,0.0,0.0,0,0,1.19193,1.19105,1.19202,0.0022
2021-04-09 04:00:00+03:00,-1,0,1,1.19273,1.18605,0.649701,False,1.19045,1.19105,0,0,1.19039,1.1903,1.19201,0.00216
2021-04-09 08:00:00+03:00,-1,0,1,1.19273,1.18605,0.38024,False,1.19004,1.1903,0,0,1.18859,1.18839,1.19045,0.00216
2021-04-09 12:00:00+03:00,-1,0,1,1.19273,1.18605,0.230539,False,0.0,0.0,0,0,1.18759,1.18672,1.19004,0.00224
2021-04-09 16:00:00+03:00,0,0,1,1.19273,1.18605,0.591317,True,0.0,0.0,0,0,1.19,1.18703,1.19033,0.00231
2021-04-09 20:00:00+03:00,0,0,1,1.19273,1.18605,0.606287,True,0.0,0.0,0,0,1.1901,1.18998,1.19105,0.00223
2021-04-12 00:00:00+03:00,0,0,1,1.19273,1.18605,0.552395,True,0.0,0.0,0,0,1.18974,1.18864,1.19037,0.00219
2021-04-12 04:00:00+03:00,0,0,1,1.19273,1.18605,0.41018,False,0.0,0.0,0,0,1.18879,1.18854,1.18985,0.00213
2021-04-12 08:00:00+03:00,-1,0,1,1.19273,1.18605,0.350299,False,0.0,0.0,0,0,1.18839,1.18712,1.18941,0.00214
2021-04-12 12:00:00+03:00,1,0,1,1.19273,1.18605,0.800898,True,1.18941,1.19034,0,0,1.1914,1.18837,1.19182,0.00223
2021-04-12 16:00:00+03:00,0,0,1,1.19273,1.18605,0.826347,True,0.0,0.0,0,0,1.19157,1.19034,1.1919,0.00218
2021-04-12 20:00:00+03:00,0,0,1,1.19273,1.18605,0.739521,False,0.0,0.0,0,0,1.19099,1.18991,1.19172,0.00216
2021-04-13 00:00:00+03:00,0,0,1,1.19273,1.18605,0.652695,False,0.0,0.0,0,0,1.19041,1.19021,1.19158,0.0021
2021-04-13 04:00:00+03:00,-1,0,1,1.19273,1.18605,0.404192,False,0.0,0.0,0,0,1.18875,1.18861,1.19046,0.00208
2021-04-13 08:00:00+03:00,0,0,1,1.19273,1.18605,0.598802,True,0.0,0.0,0,0,1.19005,1.18829,1.19088,0.00212
2021-04-13 12:00:00+03:00,1,0,1,1.19273,1.18605,0.952096,True,1.19088,1.19232,0,0,1.19241,1.18775,1.19343,0.00237
2021-04-13 16:00:00+03:00,1,0,1,1.19436,1.18672,0.925393,True,1.19343,1.19379,0,0,1.19379,1.19232,1.19436,0.00235
2021-04-13 20:00:00+03:00,1,0,1,1.1956,1.18672,0.903153,True,1.19436,1.19459,0,0,1.19474,1.19379,1.1956,0.00231
2021-04-14 00:00:00+03:00,0,0,1,1.19587,1.18672,0.951913,True,0.0,0.0,0,0,1.19543,1.19459,1.19587,0.00224
2021-04-14 04:00:00+03:00,1,0,1,1.19641,1.18672,0.986584,True,0.0,0.0,0,0,1.19628,1.19526,1.19641,0.00216
2021-04-14 08:00:00+03:00,1,0,1,1.1974,1.18672,0.930712,True,0.0,0.0,0,0,1.19666,1.19548,1.1974,0.00214
2021-04-14 12:00:00+03:00,0,0,1,1.1974,1.18672,0.903558,False,0.0,0.0,0,0,1.19637,1.19509,1.19697,0.00212
2021-04-14 16:00:00+03:00,1,0,1,1.19874,1.18672,0.979201,True,0.0,0.0,0,0,1.19849,1.1953,1.19874,0.00222
2021-04-14 20:00:00+03:00,0,0,1,1.19874,1.18672,0.925125,False,0.0,0.0,0,0,1.19784,1.19697,1.19855,0.00217
2021-04-15 00:00:00+03:00,1,0,1,1.19884,1.18672,0.981023,True,0.0,0.0,0,0,1.19861,1.19761,1.19884,0.00211
2021-04-15 04:00:00+03:00,-1,0,1,1.19884,1.18672,0.851485,False,0.0,0.0,0,0,1.19704,1.19698,1.19897,0.0021
2021-04-15 08:00:00+03:00,0,0,1,1.19884,1.18672,0.937294,True,0.0,0.0,0,0,1.19808,1.19702,1.19901,0.00209
2021-04-15 12:00:00+03:00,-1,0,1,1.19884,1.18672,0.75165,False,0.0,0.0,0,0,1.19583,1.19571,1.19933,0.0022
2021-04-15 16:00:00+03:00,0,0,1,1.19884,1.18672,0.855611,True,0.0,0.0,0,0,1.19709,1.19561,1.1984,0.00224
